record_id,record_type,priority_label,task_id,source_task_id,target_task_id,onet_task_text,target_task_text,relation_type,dependency_strength,confidence,evidence_count,review_reason,DAE,OC,IC,SE,accept_or_reject,reason,prompt_change_needed,weight_change_needed,notes
dependency_T18_T07,task_dependency,medium,T18,T18,T07,"Monitor the performance of project team members, providing and documenting performance feedback.",Schedule and facilitate meetings related to information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,65.0,87.5,11.6,7.54,,,,,
dependency_T18_T08,task_dependency,medium,T18,T18,T08,"Monitor the performance of project team members, providing and documenting performance feedback.",Direct or coordinate activities of project personnel.,informs,2,0.76,1,thin_evidence,65.0,87.5,11.6,7.54,,,,,
dependency_T18_T09,task_dependency,medium,T18,T18,T09,"Monitor the performance of project team members, providing and documenting performance feedback.",Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,none,0,0.68,0,low_confidence|thin_evidence,65.0,87.5,11.6,7.54,,,,,
dependency_T18_T10,task_dependency,medium,T18,T18,T10,"Monitor the performance of project team members, providing and documenting performance feedback.",Identify need for initial or supplemental project resources.,none,0,0.68,0,low_confidence|thin_evidence,65.0,87.5,11.6,7.54,,,,,
dependency_T18_T11,task_dependency,medium,T18,T18,T11,"Monitor the performance of project team members, providing and documenting performance feedback.","Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",none,0,0.68,0,low_confidence|thin_evidence,65.0,87.5,11.6,7.54,,,,,
dependency_T18_T12,task_dependency,medium,T18,T18,T12,"Monitor the performance of project team members, providing and documenting performance feedback.",Perform risk assessments to develop response strategies.,none,0,0.68,0,low_confidence|thin_evidence,65.0,87.5,11.6,7.54,,,,,
dependency_T18_T13,task_dependency,medium,T18,T18,T13,"Monitor the performance of project team members, providing and documenting performance feedback.","Prepare project status reports by collecting, analyzing, and summarizing information and trends.",none,0,0.68,0,low_confidence|thin_evidence,65.0,87.5,11.6,7.54,,,,,
dependency_T18_T14,task_dependency,medium,T18,T18,T14,"Monitor the performance of project team members, providing and documenting performance feedback.","Identify, review, or select vendors or consultants to meet project needs.",none,0,0.68,0,low_confidence|thin_evidence,65.0,87.5,11.6,7.54,,,,,
dependency_T18_T15,task_dependency,medium,T18,T18,T15,"Monitor the performance of project team members, providing and documenting performance feedback.",Develop and manage annual budgets for information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,65.0,87.5,11.6,7.54,,,,,
dependency_T18_T16,task_dependency,medium,T18,T18,T16,"Monitor the performance of project team members, providing and documenting performance feedback.",Establish and execute a project communication plan.,none,0,0.68,0,low_confidence|thin_evidence,65.0,87.5,11.6,7.54,,,,,
dependency_T18_T17,task_dependency,medium,T18,T18,T17,"Monitor the performance of project team members, providing and documenting performance feedback.",Develop and manage work breakdown structure (WBS) of information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,65.0,87.5,11.6,7.54,,,,,
dependency_T18_T19,task_dependency,medium,T18,T18,T19,"Monitor the performance of project team members, providing and documenting performance feedback.",Coordinate recruitment or selection of project personnel.,informs,2,0.71,1,low_confidence|thin_evidence,65.0,87.5,11.6,7.54,,,,,
dependency_T18_T20,task_dependency,medium,T18,T18,T20,"Monitor the performance of project team members, providing and documenting performance feedback.","Assign duties, responsibilities, and spans of authority to project personnel.",none,0,0.68,0,low_confidence|thin_evidence,65.0,87.5,11.6,7.54,,,,,
dependency_T18_T21,task_dependency,medium,T18,T18,T21,"Monitor the performance of project team members, providing and documenting performance feedback.",Negotiate with project stakeholders or suppliers to obtain resources or materials.,none,0,0.68,0,low_confidence|thin_evidence,65.0,87.5,11.6,7.54,,,,,
dependency_T19_T01,task_dependency,medium,T19,T19,T01,Coordinate recruitment or selection of project personnel.,"Manage project execution to ensure adherence to budget, schedule, and scope.",none,0,0.68,0,low_confidence|thin_evidence,65.0,75.0,14.52,9.44,,,,,
dependency_T19_T02,task_dependency,medium,T19,T19,T02,Coordinate recruitment or selection of project personnel.,Confer with project personnel to identify and resolve problems.,none,0,0.68,0,low_confidence|thin_evidence,65.0,75.0,14.52,9.44,,,,,
dependency_T19_T03,task_dependency,medium,T19,T19,T03,Coordinate recruitment or selection of project personnel.,Monitor or track project milestones and deliverables.,none,0,0.68,0,low_confidence|thin_evidence,65.0,75.0,14.52,9.44,,,,,
dependency_T19_T04,task_dependency,medium,T19,T19,T04,Coordinate recruitment or selection of project personnel.,"Submit project deliverables, ensuring adherence to quality standards.",none,0,0.68,0,low_confidence|thin_evidence,65.0,75.0,14.52,9.44,,,,,
dependency_T19_T05,task_dependency,medium,T19,T19,T05,Coordinate recruitment or selection of project personnel.,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",none,0,0.68,0,low_confidence|thin_evidence,65.0,75.0,14.52,9.44,,,,,
dependency_T19_T06,task_dependency,medium,T19,T19,T06,Coordinate recruitment or selection of project personnel.,"Initiate, review, or approve modifications to project plans.",none,0,0.68,0,low_confidence|thin_evidence,65.0,75.0,14.52,9.44,,,,,
dependency_T19_T07,task_dependency,medium,T19,T19,T07,Coordinate recruitment or selection of project personnel.,Schedule and facilitate meetings related to information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,65.0,75.0,14.52,9.44,,,,,
dependency_T19_T08,task_dependency,medium,T19,T19,T08,Coordinate recruitment or selection of project personnel.,Direct or coordinate activities of project personnel.,enables,2,0.77,1,thin_evidence,65.0,75.0,14.52,9.44,,,,,
dependency_T19_T09,task_dependency,medium,T19,T19,T09,Coordinate recruitment or selection of project personnel.,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,none,0,0.68,0,low_confidence|thin_evidence,65.0,75.0,14.52,9.44,,,,,
dependency_T19_T10,task_dependency,medium,T19,T19,T10,Coordinate recruitment or selection of project personnel.,Identify need for initial or supplemental project resources.,none,0,0.68,0,low_confidence|thin_evidence,65.0,75.0,14.52,9.44,,,,,
dependency_T19_T11,task_dependency,medium,T19,T19,T11,Coordinate recruitment or selection of project personnel.,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",none,0,0.68,0,low_confidence|thin_evidence,65.0,75.0,14.52,9.44,,,,,
dependency_T19_T12,task_dependency,medium,T19,T19,T12,Coordinate recruitment or selection of project personnel.,Perform risk assessments to develop response strategies.,none,0,0.68,0,low_confidence|thin_evidence,65.0,75.0,14.52,9.44,,,,,
dependency_T19_T13,task_dependency,medium,T19,T19,T13,Coordinate recruitment or selection of project personnel.,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",none,0,0.68,0,low_confidence|thin_evidence,65.0,75.0,14.52,9.44,,,,,
dependency_T19_T14,task_dependency,medium,T19,T19,T14,Coordinate recruitment or selection of project personnel.,"Identify, review, or select vendors or consultants to meet project needs.",none,0,0.68,0,low_confidence|thin_evidence,65.0,75.0,14.52,9.44,,,,,
dependency_T19_T15,task_dependency,medium,T19,T19,T15,Coordinate recruitment or selection of project personnel.,Develop and manage annual budgets for information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,65.0,75.0,14.52,9.44,,,,,
dependency_T19_T16,task_dependency,medium,T19,T19,T16,Coordinate recruitment or selection of project personnel.,Establish and execute a project communication plan.,none,0,0.68,0,low_confidence|thin_evidence,65.0,75.0,14.52,9.44,,,,,
dependency_T19_T17,task_dependency,medium,T19,T19,T17,Coordinate recruitment or selection of project personnel.,Develop and manage work breakdown structure (WBS) of information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,65.0,75.0,14.52,9.44,,,,,
dependency_T19_T18,task_dependency,medium,T19,T19,T18,Coordinate recruitment or selection of project personnel.,"Monitor the performance of project team members, providing and documenting performance feedback.",none,0,0.68,0,low_confidence|thin_evidence,65.0,75.0,14.52,9.44,,,,,
dependency_T19_T21,task_dependency,medium,T19,T19,T21,Coordinate recruitment or selection of project personnel.,Negotiate with project stakeholders or suppliers to obtain resources or materials.,none,0,0.68,0,low_confidence|thin_evidence,65.0,75.0,14.52,9.44,,,,,
dependency_T20_T02,task_dependency,medium,T20,T20,T02,"Assign duties, responsibilities, and spans of authority to project personnel.",Confer with project personnel to identify and resolve problems.,none,0,0.68,0,low_confidence|thin_evidence,60.0,93.75,23.0,13.8,,,,,
dependency_T20_T03,task_dependency,medium,T20,T20,T03,"Assign duties, responsibilities, and spans of authority to project personnel.",Monitor or track project milestones and deliverables.,none,0,0.68,0,low_confidence|thin_evidence,60.0,93.75,23.0,13.8,,,,,
dependency_T20_T04,task_dependency,medium,T20,T20,T04,"Assign duties, responsibilities, and spans of authority to project personnel.","Submit project deliverables, ensuring adherence to quality standards.",none,0,0.68,0,low_confidence|thin_evidence,60.0,93.75,23.0,13.8,,,,,
dependency_T20_T05,task_dependency,medium,T20,T20,T05,"Assign duties, responsibilities, and spans of authority to project personnel.","Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",none,0,0.68,0,low_confidence|thin_evidence,60.0,93.75,23.0,13.8,,,,,
dependency_T20_T06,task_dependency,medium,T20,T20,T06,"Assign duties, responsibilities, and spans of authority to project personnel.","Initiate, review, or approve modifications to project plans.",none,0,0.68,0,low_confidence|thin_evidence,60.0,93.75,23.0,13.8,,,,,
dependency_T20_T07,task_dependency,medium,T20,T20,T07,"Assign duties, responsibilities, and spans of authority to project personnel.",Schedule and facilitate meetings related to information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,60.0,93.75,23.0,13.8,,,,,
dependency_T20_T09,task_dependency,medium,T20,T20,T09,"Assign duties, responsibilities, and spans of authority to project personnel.",Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,none,0,0.68,0,low_confidence|thin_evidence,60.0,93.75,23.0,13.8,,,,,
dependency_T20_T10,task_dependency,medium,T20,T20,T10,"Assign duties, responsibilities, and spans of authority to project personnel.",Identify need for initial or supplemental project resources.,none,0,0.68,0,low_confidence|thin_evidence,60.0,93.75,23.0,13.8,,,,,
dependency_T20_T11,task_dependency,medium,T20,T20,T11,"Assign duties, responsibilities, and spans of authority to project personnel.","Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",none,0,0.68,0,low_confidence|thin_evidence,60.0,93.75,23.0,13.8,,,,,
dependency_T20_T12,task_dependency,medium,T20,T20,T12,"Assign duties, responsibilities, and spans of authority to project personnel.",Perform risk assessments to develop response strategies.,none,0,0.68,0,low_confidence|thin_evidence,60.0,93.75,23.0,13.8,,,,,
dependency_T20_T13,task_dependency,medium,T20,T20,T13,"Assign duties, responsibilities, and spans of authority to project personnel.","Prepare project status reports by collecting, analyzing, and summarizing information and trends.",none,0,0.68,0,low_confidence|thin_evidence,60.0,93.75,23.0,13.8,,,,,
dependency_T20_T14,task_dependency,medium,T20,T20,T14,"Assign duties, responsibilities, and spans of authority to project personnel.","Identify, review, or select vendors or consultants to meet project needs.",none,0,0.68,0,low_confidence|thin_evidence,60.0,93.75,23.0,13.8,,,,,
dependency_T20_T15,task_dependency,medium,T20,T20,T15,"Assign duties, responsibilities, and spans of authority to project personnel.",Develop and manage annual budgets for information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,60.0,93.75,23.0,13.8,,,,,
dependency_T20_T16,task_dependency,medium,T20,T20,T16,"Assign duties, responsibilities, and spans of authority to project personnel.",Establish and execute a project communication plan.,none,0,0.68,0,low_confidence|thin_evidence,60.0,93.75,23.0,13.8,,,,,
dependency_T20_T17,task_dependency,medium,T20,T20,T17,"Assign duties, responsibilities, and spans of authority to project personnel.",Develop and manage work breakdown structure (WBS) of information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,60.0,93.75,23.0,13.8,,,,,
dependency_T20_T18,task_dependency,medium,T20,T20,T18,"Assign duties, responsibilities, and spans of authority to project personnel.","Monitor the performance of project team members, providing and documenting performance feedback.",informs,2,0.75,1,thin_evidence,60.0,93.75,23.0,13.8,,,,,
dependency_T20_T19,task_dependency,medium,T20,T20,T19,"Assign duties, responsibilities, and spans of authority to project personnel.",Coordinate recruitment or selection of project personnel.,none,0,0.68,0,low_confidence|thin_evidence,60.0,93.75,23.0,13.8,,,,,
dependency_T20_T21,task_dependency,medium,T20,T20,T21,"Assign duties, responsibilities, and spans of authority to project personnel.",Negotiate with project stakeholders or suppliers to obtain resources or materials.,none,0,0.68,0,low_confidence|thin_evidence,60.0,93.75,23.0,13.8,,,,,
dependency_T21_T02,task_dependency,medium,T21,T21,T02,Negotiate with project stakeholders or suppliers to obtain resources or materials.,Confer with project personnel to identify and resolve problems.,none,0,0.68,0,low_confidence|thin_evidence,50.0,93.75,13.9,6.95,,,,,
dependency_T21_T03,task_dependency,medium,T21,T21,T03,Negotiate with project stakeholders or suppliers to obtain resources or materials.,Monitor or track project milestones and deliverables.,none,0,0.68,0,low_confidence|thin_evidence,50.0,93.75,13.9,6.95,,,,,
dependency_T21_T04,task_dependency,medium,T21,T21,T04,Negotiate with project stakeholders or suppliers to obtain resources or materials.,"Submit project deliverables, ensuring adherence to quality standards.",none,0,0.68,0,low_confidence|thin_evidence,50.0,93.75,13.9,6.95,,,,,
dependency_T21_T05,task_dependency,medium,T21,T21,T05,Negotiate with project stakeholders or suppliers to obtain resources or materials.,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",none,0,0.68,0,low_confidence|thin_evidence,50.0,93.75,13.9,6.95,,,,,
dependency_T21_T06,task_dependency,medium,T21,T21,T06,Negotiate with project stakeholders or suppliers to obtain resources or materials.,"Initiate, review, or approve modifications to project plans.",none,0,0.68,0,low_confidence|thin_evidence,50.0,93.75,13.9,6.95,,,,,
dependency_T21_T07,task_dependency,medium,T21,T21,T07,Negotiate with project stakeholders or suppliers to obtain resources or materials.,Schedule and facilitate meetings related to information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,50.0,93.75,13.9,6.95,,,,,
dependency_T21_T08,task_dependency,medium,T21,T21,T08,Negotiate with project stakeholders or suppliers to obtain resources or materials.,Direct or coordinate activities of project personnel.,none,0,0.68,0,low_confidence|thin_evidence,50.0,93.75,13.9,6.95,,,,,
dependency_T21_T09,task_dependency,medium,T21,T21,T09,Negotiate with project stakeholders or suppliers to obtain resources or materials.,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,none,0,0.68,0,low_confidence|thin_evidence,50.0,93.75,13.9,6.95,,,,,
dependency_T21_T10,task_dependency,medium,T21,T21,T10,Negotiate with project stakeholders or suppliers to obtain resources or materials.,Identify need for initial or supplemental project resources.,informs,2,0.72,1,low_confidence|thin_evidence,50.0,93.75,13.9,6.95,,,,,
dependency_T21_T11,task_dependency,medium,T21,T21,T11,Negotiate with project stakeholders or suppliers to obtain resources or materials.,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",none,0,0.68,0,low_confidence|thin_evidence,50.0,93.75,13.9,6.95,,,,,
dependency_T21_T12,task_dependency,medium,T21,T21,T12,Negotiate with project stakeholders or suppliers to obtain resources or materials.,Perform risk assessments to develop response strategies.,none,0,0.68,0,low_confidence|thin_evidence,50.0,93.75,13.9,6.95,,,,,
dependency_T21_T13,task_dependency,medium,T21,T21,T13,Negotiate with project stakeholders or suppliers to obtain resources or materials.,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",none,0,0.68,0,low_confidence|thin_evidence,50.0,93.75,13.9,6.95,,,,,
dependency_T21_T14,task_dependency,medium,T21,T21,T14,Negotiate with project stakeholders or suppliers to obtain resources or materials.,"Identify, review, or select vendors or consultants to meet project needs.",none,0,0.68,0,low_confidence|thin_evidence,50.0,93.75,13.9,6.95,,,,,
dependency_T21_T15,task_dependency,medium,T21,T21,T15,Negotiate with project stakeholders or suppliers to obtain resources or materials.,Develop and manage annual budgets for information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,50.0,93.75,13.9,6.95,,,,,
dependency_T21_T16,task_dependency,medium,T21,T21,T16,Negotiate with project stakeholders or suppliers to obtain resources or materials.,Establish and execute a project communication plan.,none,0,0.68,0,low_confidence|thin_evidence,50.0,93.75,13.9,6.95,,,,,
dependency_T21_T17,task_dependency,medium,T21,T21,T17,Negotiate with project stakeholders or suppliers to obtain resources or materials.,Develop and manage work breakdown structure (WBS) of information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,50.0,93.75,13.9,6.95,,,,,
dependency_T21_T18,task_dependency,medium,T21,T21,T18,Negotiate with project stakeholders or suppliers to obtain resources or materials.,"Monitor the performance of project team members, providing and documenting performance feedback.",none,0,0.68,0,low_confidence|thin_evidence,50.0,93.75,13.9,6.95,,,,,
dependency_T21_T19,task_dependency,medium,T21,T21,T19,Negotiate with project stakeholders or suppliers to obtain resources or materials.,Coordinate recruitment or selection of project personnel.,none,0,0.68,0,low_confidence|thin_evidence,50.0,93.75,13.9,6.95,,,,,
dependency_T21_T20,task_dependency,medium,T21,T21,T20,Negotiate with project stakeholders or suppliers to obtain resources or materials.,"Assign duties, responsibilities, and spans of authority to project personnel.",none,0,0.68,0,low_confidence|thin_evidence,50.0,93.75,13.9,6.95,,,,,
direct_exposure_T01,direct_exposure,standard,T01,,,"Manage project execution to ensure adherence to budget, schedule, and scope.",,,,0.9,4,all_direct_exposure,70.0,81.25,64.46,45.12,,,,,
direct_exposure_T02,direct_exposure,standard,T02,,,Confer with project personnel to identify and resolve problems.,,,,0.84,3,all_direct_exposure,55.0,75.0,19.21,10.56,,,,,
direct_exposure_T03,direct_exposure,standard,T03,,,Monitor or track project milestones and deliverables.,,,,0.93,3,all_direct_exposure,75.0,43.75,35.08,26.31,,,,,
direct_exposure_T04,direct_exposure,standard,T04,,,"Submit project deliverables, ensuring adherence to quality standards.",,,,0.83,3,all_direct_exposure,60.0,62.5,14.28,8.57,,,,,
direct_exposure_T05,direct_exposure,standard,T05,,,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",,,,0.89,4,all_direct_exposure,60.0,75.0,20.65,12.39,,,,,
direct_exposure_T06,direct_exposure,standard,T06,,,"Initiate, review, or approve modifications to project plans.",,,,0.9,5,all_direct_exposure,70.0,93.75,54.78,38.35,,,,,
direct_exposure_T07,direct_exposure,standard,T07,,,Schedule and facilitate meetings related to information technology projects.,,,,0.92,3,all_direct_exposure,60.0,43.75,13.2,7.92,,,,,
direct_exposure_T08,direct_exposure,standard,T08,,,Direct or coordinate activities of project personnel.,,,,0.86,3,all_direct_exposure,60.0,87.5,22.32,13.39,,,,,
direct_exposure_T09,direct_exposure,standard,T09,,,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,,,,0.9,4,all_direct_exposure,80.0,75.0,19.34,15.47,,,,,
direct_exposure_T10,direct_exposure,standard,T10,,,Identify need for initial or supplemental project resources.,,,,0.87,3,all_direct_exposure,65.0,62.5,31.12,20.23,,,,,
direct_exposure_T11,direct_exposure,standard,T11,,,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",,,,0.92,6,all_direct_exposure,80.0,81.25,60.92,48.74,,,,,
direct_exposure_T12,direct_exposure,standard,T12,,,Perform risk assessments to develop response strategies.,,,,0.91,3,all_direct_exposure,80.0,68.75,19.43,15.54,,,,,
direct_exposure_T13,direct_exposure,standard,T13,,,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",,,,0.95,3,all_direct_exposure,80.0,43.75,54.51,43.61,,,,,
direct_exposure_T14,direct_exposure,standard,T14,,,"Identify, review, or select vendors or consultants to meet project needs.",,,,0.78,3,all_direct_exposure,65.0,81.25,13.03,8.47,,,,,
direct_exposure_T15,direct_exposure,standard,T15,,,Develop and manage annual budgets for information technology projects.,,,,0.9,3,all_direct_exposure,80.0,81.25,20.83,16.66,,,,,
direct_exposure_T16,direct_exposure,standard,T16,,,Establish and execute a project communication plan.,,,,0.92,3,all_direct_exposure,80.0,62.5,29.93,23.94,,,,,
direct_exposure_T17,direct_exposure,standard,T17,,,Develop and manage work breakdown structure (WBS) of information technology projects.,,,,0.94,3,all_direct_exposure,70.0,56.25,31.77,22.24,,,,,
direct_exposure_T18,direct_exposure,standard,T18,,,"Monitor the performance of project team members, providing and documenting performance feedback.",,,,0.79,3,all_direct_exposure,65.0,87.5,11.6,7.54,,,,,
direct_exposure_T19,direct_exposure,standard,T19,,,Coordinate recruitment or selection of project personnel.,,,,0.8,3,all_direct_exposure,65.0,75.0,14.52,9.44,,,,,
direct_exposure_T20,direct_exposure,standard,T20,,,"Assign duties, responsibilities, and spans of authority to project personnel.",,,,0.82,3,all_direct_exposure,60.0,93.75,23.0,13.8,,,,,
direct_exposure_T21,direct_exposure,standard,T21,,,Negotiate with project stakeholders or suppliers to obtain resources or materials.,,,,0.78,3,all_direct_exposure,50.0,93.75,13.9,6.95,,,,,
task_profile_T01,task_profile,standard,T01,,,"Manage project execution to ensure adherence to budget, schedule, and scope.",,,,0.93,4,all_task_profiles,70.0,81.25,64.46,45.12,,,,,
task_profile_T02,task_profile,standard,T02,,,Confer with project personnel to identify and resolve problems.,,,,0.9,3,all_task_profiles,55.0,75.0,19.21,10.56,,,,,
task_profile_T03,task_profile,standard,T03,,,Monitor or track project milestones and deliverables.,,,,0.93,3,all_task_profiles,75.0,43.75,35.08,26.31,,,,,
task_profile_T04,task_profile,standard,T04,,,"Submit project deliverables, ensuring adherence to quality standards.",,,,0.82,3,all_task_profiles,60.0,62.5,14.28,8.57,,,,,
task_profile_T05,task_profile,standard,T05,,,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",,,,0.94,4,all_task_profiles,60.0,75.0,20.65,12.39,,,,,
task_profile_T06,task_profile,standard,T06,,,"Initiate, review, or approve modifications to project plans.",,,,0.93,5,all_task_profiles,70.0,93.75,54.78,38.35,,,,,
task_profile_T07,task_profile,standard,T07,,,Schedule and facilitate meetings related to information technology projects.,,,,0.88,3,all_task_profiles,60.0,43.75,13.2,7.92,,,,,
task_profile_T08,task_profile,standard,T08,,,Direct or coordinate activities of project personnel.,,,,0.89,3,all_task_profiles,60.0,87.5,22.32,13.39,,,,,
task_profile_T09,task_profile,standard,T09,,,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,,,,0.92,4,all_task_profiles,80.0,75.0,19.34,15.47,,,,,
task_profile_T10,task_profile,standard,T10,,,Identify need for initial or supplemental project resources.,,,,0.92,3,all_task_profiles,65.0,62.5,31.12,20.23,,,,,
task_profile_T11,task_profile,standard,T11,,,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",,,,0.95,6,all_task_profiles,80.0,81.25,60.92,48.74,,,,,
task_profile_T12,task_profile,standard,T12,,,Perform risk assessments to develop response strategies.,,,,0.96,3,all_task_profiles,80.0,68.75,19.43,15.54,,,,,
task_profile_T13,task_profile,standard,T13,,,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",,,,0.95,3,all_task_profiles,80.0,43.75,54.51,43.61,,,,,
task_profile_T14,task_profile,standard,T14,,,"Identify, review, or select vendors or consultants to meet project needs.",,,,0.77,3,all_task_profiles,65.0,81.25,13.03,8.47,,,,,
task_profile_T15,task_profile,standard,T15,,,Develop and manage annual budgets for information technology projects.,,,,0.92,3,all_task_profiles,80.0,81.25,20.83,16.66,,,,,
task_profile_T16,task_profile,standard,T16,,,Establish and execute a project communication plan.,,,,0.94,3,all_task_profiles,80.0,62.5,29.93,23.94,,,,,
task_profile_T17,task_profile,standard,T17,,,Develop and manage work breakdown structure (WBS) of information technology projects.,,,,0.96,3,all_task_profiles,70.0,56.25,31.77,22.24,,,,,
task_profile_T18,task_profile,standard,T18,,,"Monitor the performance of project team members, providing and documenting performance feedback.",,,,0.78,3,all_task_profiles,65.0,87.5,11.6,7.54,,,,,
task_profile_T19,task_profile,standard,T19,,,Coordinate recruitment or selection of project personnel.,,,,0.82,3,all_task_profiles,65.0,75.0,14.52,9.44,,,,,
task_profile_T20,task_profile,standard,T20,,,"Assign duties, responsibilities, and spans of authority to project personnel.",,,,0.84,3,all_task_profiles,60.0,93.75,23.0,13.8,,,,,
task_profile_T21,task_profile,standard,T21,,,Negotiate with project stakeholders or suppliers to obtain resources or materials.,,,,0.79,3,all_task_profiles,50.0,93.75,13.9,6.95,,,,,
